30.9214,30.4733,24.9228,30.6632,26.6403,27.6402,26.4196,28.7801,31.5449,30.0382,31.5552,26.0447,33.2521,34.0949,34.8363,33.4203,33.475,33.1482,30.7315,29.7407,34.5172,29.3882,27.4842,24.0525,34.2517,32.3755,45.8833,50.1706,51.3622,46.3736,45.6211,52.6313,42.2699,44.7721,46.5553,44.1651,52.2502,50.0167,42.7054,52.8014,45.1654,44.7196,48.4961,46.1995,43.1163,48.9551,51.4199,45.0857,52.3702,49.1674,46.321,51.9817,50.0435,45.6457,50.9043,48.3055,42.441,41.4569,44.1765,42.1626
24.0228,24.748,32.1244,29.9354,29.4396,32.2253,25.4905,30.2923,27.5191,26.4582,35.3776,28.5374,28.3372,28.1551,33.3681,26.8485,27.9032,35.6387,35.3592,35.1932,33.9267,42.9868,51.3531,51.6884,44.716,47.0045,43.1627,41.7577,42.1943,41.5418,43.4733,49.9739,47.19,43.1256,45.5316,46.3303,41.8043,50.1575,45.5371,49.9694,47.678,43.2919,43.011,51.3557,48.112,46.0967,40.818,43.8046,51.4145,50.8346,40.696,44.413,41.6464,41.3787,48.209,50.6183,50.2875,50.4659,46.8925,41.0563
28.1088,29.5571,32.1706,30.0073,30.0584,35.4896,25.586,32.8786,33.8558,29.3816,32.8775,29.6475,30.9786,29.8715,24.928,33.2888,31.1582,24.2468,32.5481,27.4981,29.4011,26.7648,33.1823,25.3066,24.1752,46.0895,47.833,48.2792,42.9483,49.8557,41.3663,45.1237,48.0034,47.5723,46.7248,42.3824,49.8083,44.8945,47.9839,42.5946,50.1032,38.6026,42.7749,46.8331,45.7259,44.0426,45.7006,39.9437,50.3209,49.5457,46.0858,40.5848,41.9979,48.6152,45.2827,44.9636,49.39,41.9612,40.0392,48.1554
33.1287,26.6333,34.6758,35.0963,31.6554,32.6719,26.8639,30.278,26.6421,33.7519,29.8986,24.9353,35.8281,25.4277,25.1134,32.7002,31.1079,35.5935,31.911,29.0482,27.1177,49.5392,44.4708,39.5633,45.7318,48.9802,39.8442,42.2939,40.8349,47.9829,47.1522,39.4094,40.8074,49.1253,43.2946,44.0232,48.5256,43.4789,49.9405,48.5961,40.5485,40.9969,43.8634,48.7577,41.5554,47.2492,40.2757,41.4875,47.0777,50.0511,50.2141,40.1438,40.0781,49.4532,40.2066,46.5584,40.0741,50.2457,40.4942,46.7472
29.4058,35.8733,34.8102,29.3203,35.0893,33.7581,32.1927,28.7426,35.7224,30.1043,27.4757,32.4181,24.0885,30.564,33.652,25.8409,24.4399,26.1938,24.4902,24.2795,30.8362,29.5322,32.3689,27.4541,24.285,30.6999,28.7893,24.5347,48.4173,50.2948,51.6249,48.7382,42.2627,52.33,52.0568,47.7856,44.3951,47.1922,42.3747,47.6053,49.0687,42.7951,44.8607,41.8246,44.3844,41.5396,49.9236,48.3445,51.3818,50.8894,46.0325,51.1148,47.5227,43.6809,44.0393,42.992,44.1858,46.0189,43.6126,49.7235
35.0041,28.2296,32.4391,33.6942,25.4755,30.1109,25.99,33.4812,30.3878,33.4129,25.8247,29.7841,27.1001,34.9215,32.3785,30.8699,28.2777,34.6505,33.8639,29.1194,35.3056,26.6888,35.2362,49.283,44.5187,53.2986,46.9001,50.2165,46.3247,50.2573,48.4505,45.5605,44.2532,44.4471,53.7525,54.2196,52.2454,52.8293,46.1473,53.5762,49.0862,51.2763,54.4976,45.4878,46.6482,54.1167,48.4215,53.2079,52.4973,53.3478,49.9584,46.606,55.0814,46.5226,51.4136,51.7563,45.4177,51.4052,45.0953,45.183
24.415,34.8998,29.577,32.9036,26.0351,27.4298,32.2944,34.028,35.9394,27.1004,26.2863,34.1448,25.4997,27.4133,25.4116,26.6333,24.0356,26.3653,24.5009,30.4612,30.4403,53.8476,44.7549,51.5139,52.2461,54.5152,54.4469,52.2425,54.7745,51.2381,44.1383,44.9014,54.4623,49.2617,51.9663,48.2732,46.6255,46.0291,45.183,47.2079,49.8813,48.1392,51.2837,51.9902,49.8798,55.1439,51.6883,51.7831,44.2132,52.6754,51.9983,52.0453,51.999,51.3777,50.9333,54.9089,53.9229,45.6751,45.2032,52.0813
28.01,27.9612,26.655,29.1425,25.2864,34.1151,33.7284,29.2979,27.7453,33.4049,29.7003,30.3632,25.7601,35.0001,28.1499,30.7855,32.7857,26.2959,25.7215,25.7605,29.6331,43.7712,49.5215,46.7979,45.578,41.0241,50.1076,46.0318,50.657,48.3016,48.6508,50.4043,46.6734,41.5228,51.0297,42.8279,41.1353,51.2104,41.171,43.5821,51.0014,51.8082,49.873,43.7352,51.2273,51.3554,43.7169,45.098,48.9354,44.9658,42.0684,41.6366,44.4208,43.0658,45.8978,48.0038,43.3188,42.4085,42.0156,46.2155
35.0357,35.913,30.9581,31.2577,24.3393,25.777,29.0941,32.9106,32.63,29.0548,31.9444,31.8321,33.3083,35.2788,34.8653,35.7775,27.6513,33.1731,27.8349,31.8787,32.6462,30.6089,33.3582,41.8695,45.0662,45.4426,47.0998,50.0236,47.0084,52.7411,45.7356,41.4314,48.3476,44.7831,48.456,51.2564,41.1799,47.3319,50.0332,41.4377,42.2074,44.0123,52.5497,44.5825,47.6228,46.9801,47.4153,44.941,42.7281,51.5212,44.7845,42.0649,41.0976,46.4142,43.9671,50.8418,49.8716,41.3367,48.9789,50.3226
24.8027,32.7975,32.0858,32.5511,30.2582,27.4614,35.801,31.9856,30.9819,32.182,25.1479,29.0004,25.4968,28.6229,33.1897,32.3587,30.6687,35.2641,31.8963,25.8736,28.8822,32.7365,25.2783,33.4522,27.1078,50.2946,45.9834,42.3803,49.7012,47.0814,48.4938,47.2349,49.0523,46.6037,47.5419,50.1249,49.6064,49.4408,49.3376,50.6908,39.7594,50.248,39.9812,42.056,47.4766,45.393,48.2822,46.4957,46.8336,44.0996,41.6403,50.2535,46.7671,50.3758,41.929,48.4669,42.0329,49.194,48.1229,44.1481
34.837,30.9834,35.2692,34.6413,34.638,26.1563,29.2891,31.6385,28.5664,34.5436,30.3433,31.8284,24.6386,24.2765,31.1509,34.8029,24.6467,30.3837,28.0203,30.2328,33.544,25.8596,24.0874,45.9048,45.5728,39.3741,47.0902,39.6565,47.5466,47.1265,44.5989,40.1317,45.6121,46.7711,39.0661,43.4628,42.259,40.1284,39.2746,46.738,42.0927,43.823,42.4122,43.5718,42.5601,40.3961,49.8586,44.4238,46.6943,43.8575,40.5081,43.8274,42.6046,48.4044,41.8812,43.2002,44.8472,44.1924,48.2157,39.3628
